channel,seed,key,n_cand,top1,top3,spearman
d2_own_dft,43,*[C-]([N+]#Cc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,3,True,True,
d2_own_dft,43,*C(=[O+][C-](C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCO|water|298.15,4,True,True,1.0
d2_own_dft,43,*C(=O)C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,6,True,True,0.8285714285714287
d2_own_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([N-]C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,4,True,True,0.39999999999999997
d2_own_dft,43,*C(=[O+][C-](C#N)C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,7,True,True,0.8571428571428573
d2_own_dft,43,*C(=O)c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,7,True,True,0.9285714285714288
d2_own_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,11,True,True,0.9727272727272729
d2_own_dft,43,*[C-](C(=O)C([H])([H])[H])[N+](=C([H])C(=O)OC([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.9642857142857145
d2_own_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([C-](C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,5,True,True,0.8999999999999998
d2_own_dft,43,*[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])[C-](C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,43,*[C-](C#N)[O+]=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,6,True,True,0.7714285714285715
d2_own_dft,43,*[N+](=C([H])C(=O)N([H])C([H])([H])[H])[C-](C#N)C(=O)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,False,True,0.19999999999999998
d2_own_dft,43,*C(=O)[C-]([N+](=C(C#N)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,False,False,-0.39999999999999997
d2_own_dft,43,*C(=[O+][C-]([H])C(=O)OC([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,3,False,True,
d2_own_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,43,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,False,True,-0.6000000000000001
d2_own_dft,43,*[c-]1[o+]c(C(=O)N([H])C([H])([H])[H])oc1=O.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,6,False,True,0.3142857142857143
d2_own_dft,43,*[C-](C(=O)C([H])([H])[H])[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,43,*[C-](C(=O)OC([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,43,*[c-]1c(=O)oc(-c2c([H])c([H])c([H])c([H])c2[H])[n+]1C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,43,*[C-](C(=O)OC([H])([H])[H])[N+](=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,True,True,0.8909090909090909
d2_own_dft,43,*[c-]1[o+]c(C(=O)OC([H])([H])[H])oc1=O.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,False,False,-0.7999999999999999
d2_own_dft,43,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([H])[C-](C#N)C(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,43,*C(=O)C(C(=O)OC([H])([H])[H])=[N+]([H])[C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,False,True,0.9181818181818183
d2_own_dft,43,*[C-]([O+]=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,3,False,True,
d2_own_dft,43,*[C-](c1c([H])c([H])c([H])c([H])c1[H])[N+](=C(C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,43,*C(=[O+][C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C(=O)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,43,*[C-](C#N)[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,False,True,0.39999999999999997
d2_own_dft,44,*C#CC(=O)N([H])C([H])([H])[H].CC(=O)c1[nH+][c-](C)c(=O)o1|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C(=O)C#CF.CNC(=O)c1[nH+][c-](C#N)c(=O)o1|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*C([H])=C([H])[H].N#Cc1oc(=O)[c-](-c2ccccc2)[o+]1|CCCCO|water|298.15,3,True,True,
d2_own_dft,44,*C1=C(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H].COC(=O)[N-][N+]#CC(C)=O|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*C#CC(=O)OC([H])([H])[H].CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C|CCCCN|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,44,*C(=[O+][N-]C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CNC(=O)C1=C(C#N)C2CCC1C2|CCCNO|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,44,*[C-]([O+]=C(C#N)C(=O)OC([H])([H])[H])C([H])([H])[H].CNC(=O)C1=C(F)C2CCC1C2|CCCCO|water|298.15,4,False,True,0.39999999999999997
d2_own_dft,44,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[n+]1C([H])([H])[H].CC(=O)C1=C(Cl)C2CCC1C2|CCCCN|water|298.15,4,False,True,0.39999999999999997
d2_own_dft,44,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[o+]1.CC(=O)C1=C(Br)C2CCC1C2|CCCCO|water|298.15,4,True,True,1.0
d2_own_dft,44,*C([H])=[N+]([C-](C#N)C(=O)C([H])([H])[H])C([H])([H])[H].N#CC1=C(c2ccccc2)C2CCC1C2|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*C1=C([H])C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H].COC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1|CCCCO|water|298.15,3,True,True,
d2_own_dft,44,*C1=C(Br)C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H].CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([C-](C(=O)N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CC1=C(Br)C2C=CC1O2|CCCCN|water|298.15,7,False,True,0.7857142857142859
d2_own_dft,44,*C1=C(C(F)(F)F)C2([H])OC1([H])C([H])=C2[H].COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1|CCCCN|water|298.15,5,True,True,0.9999999999999999
d2_own_dft,44,*C(=O)C1=C(Br)C2([H])OC1([H])C([H])=C2[H].CNC(=O)C(=[NH+][C-](C)C#N)C(=O)OC|CCCCN|water|298.15,8,False,True,0.9523809523809524
d2_own_dft,44,*C1(C([H])([H])[H])C#CC(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].CNC(=O)[C-](C#N)[NH+]=C(C)C#N|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([O+]=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CNC(=O)C1=C(Br)C2CCC1C2|CCCCO|water|298.15,3,True,True,
d2_own_dft,44,*C1([H])C#CC(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C1(c2c([H])c([H])c([H])c([H])c2[H])C#CC(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].C[C-]([N+]#N)c1ccccc1|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*C#[N+][C-]([H])c1c([H])c([H])c([H])c([H])c1[H].C=C|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*[C-]([H])[N+](=C(C#N)C([H])([H])[H])C([H])([H])[H].C/C=C\C|CCCCN|water|298.15,3,False,True,
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[c-]1[o+]noc1=O|CCCNO|water|298.15,4,True,True,1.0
d2_own_dft,44,*[c-]1[o+]noc1=O.CC(C)=CC=O|CCCNO|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([N+]#CC(=O)OC([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,6,True,True,1.0
d2_own_dft,44,*[C-]([H])[N+]#CC(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([N+]#CC(=O)C([H])([H])[H])C(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*C#[N+][C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].C/C=C\C|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C#[N+][C-](C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,True,True,0.2833333333333333
d2_own_dft,44,*C(C(=O)C([H])([H])[H])=[N+]([C-]([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*C#[N+][C-](C#N)C(=O)C([H])([H])[H].CC(C)=C(C)C|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*C(C#N)=[N+]([H])[N-]C(=O)C([H])([H])[H].CC(C)=CC=O|CCCNN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C(C(=O)OC([H])([H])[H])=[N+]([H])[N-]C#N.CC(C)=CC=O|CCCNN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*C(=O)[c-]1c(=O)oc(C([H])([H])[H])[n+]1[H].CC(C)=CC=O|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*[c-]1[o+]noc1=O.C=C(C)/C=C/C=C(C)C|CCCNO|water|298.15,8,True,True,0.8095238095238096
d2_own_dft,44,*[N-][N+]#CC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,7,True,True,0.9285714285714288
d2_own_dft,44,*[C-]([N+]#CC(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C/C=C\C|CCCCN|water|298.15,3,False,True,
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CNC(=O)[c-]1[nH+]c(C)oc1=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[n+]1[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([N+]#CC(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,5,True,True,0.8999999999999998
d2_own_dft,44,*c1oc(=O)[c-](C([H])([H])[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,18,True,True,0.87203302373581
d2_own_dft,44,*[C-]([N+]#N)C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,9,False,False,0.7333333333333334
d2_own_dft,44,*c1oc(=O)[c-](C([H])([H])[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,6,True,True,1.0
d2_own_dft,44,*[c-]1c(=O)oc(C([H])([H])[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,12,True,True,0.9300699300699302
d2_own_dft,44,*[C-]([N+]#CC(=O)OC([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,15,False,True,0.8392857142857142
d2_own_dft,44,*C#[N+][N-]c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,3,False,True,
d2_own_dft,44,*[C-](C(=O)N([H])C([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[c-]1[nH+]c(-c2ccccc2)oc1=O|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*[c-]1[o+]c(C#N)oc1=O.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,5,True,True,0.8999999999999998
d2_own_dft,44,*[C-]([N+]#CC#N)C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,14,True,True,0.9120879120879121
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].COC(=O)[N-][NH+]=Cc1ccccc1|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*[N+]([N-]C(=O)OC([H])([H])[H])=C([H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*C(=O)C#[N+][C-](C(=O)C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,True,True,0.4523809523809524
d2_own_dft,44,*[C-]([N+]#CC(=O)C([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,True,True,0.6190476190476191
d2_own_dft,44,*C(C(=O)OC([H])([H])[H])=[N+]([H])[C-]([H])C#N.C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,12,True,True,0.9440559440559443
d2_own_dft,44,*C(C(=O)N([H])C([H])([H])[H])=[N+]([C-]([H])C#N)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([H])[N+](=C(C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*[C-](C#N)[N+]#CC(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,5,True,True,0.7999999999999999
d2_own_dft,44,*[C-]([N+]#CC#N)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*[C-](C#N)[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,1.0
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[CH-][N+](C)=C(C(C)=O)c1ccccc1|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C([H])=[N+]([C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,15,True,True,0.9749999999999999
d2_own_dft,44,*C([H])=[O+][N-]C(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-](C#N)[N+](=C(C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,True,True,0.5
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CC(=O)C#[N+][C-](C(C)=O)c1ccccc1|CCCCN|water|298.15,3,True,True,
d2_own_dft,44,*C(=O)C#[N+][C-](C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,3,False,True,
d2_own_dft,44,*C(=O)[C-]([N+]#CC#N)C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,True,True,0.8095238095238096
d2_own_dft,44,*[C-]([N+]#CC#N)C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,12,True,True,0.9370629370629372
d2_own_dft,44,*C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,True,True,0.9151515151515152
d2_own_dft,44,*C(C(=O)C([H])([H])[H])=[N+]([H])[N-]c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,10,True,True,0.9515151515151514
d2_own_dft,44,*[C-]([N+]#CC#N)C(=O)N([H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,False,True,0.9523809523809524
d2_own_dft,44,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([N-][H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNN|water|298.15,5,True,True,0.9999999999999999
d2_own_dft,44,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[o+]1.C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,12,False,True,0.9370629370629372
d2_own_dft,44,*[c-]1c(=O)oc(C(=O)C([H])([H])[H])[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,10,True,True,0.9636363636363635
d2_own_dft,44,*[N-][N+]#CC(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*C#[N+][C-](C#N)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,6,False,False,0.08571428571428573
d2_own_dft,44,*C(C#N)=[N+]([C-](C(=O)N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,44,*C(=[O+][N-]C(=O)OC([H])([H])[H])C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,3,True,True,
d2_own_dft,44,*C#[N+][C-](C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*[C-](C(=O)N([H])C([H])([H])[H])[N+](=C(C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,True,True,0.9761904761904763
d2_own_dft,44,*[C-](C(=O)OC([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*[C-]([N+]#CC#N)C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,4,True,True,0.7999999999999999
d2_own_dft,44,*C#[N+][C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,7,False,True,0.8214285714285715
d2_own_dft,44,*[c-]1c(=O)oc(-c2c([H])c([H])c([H])c([H])c2[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,18,True,True,0.9318885448916409
d2_own_dft,44,*C(=O)C#[N+][N-]C#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,3,True,True,
d2_own_dft,44,*[C-](C(=O)N([H])C([H])([H])[H])[N+](=C(C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,6,True,True,1.0
d2_own_dft,44,*C([H])=[O+][C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,5,True,True,0.8999999999999998
d2_own_dft,44,*C(=O)[C-]([N+]#CC#N)c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,False,True,0.7166666666666667
d2_own_dft,44,*C#[N+][C-](C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,True,True,0.9666666666666667
d2_own_dft,44,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,11,True,True,0.990909090909091
d2_own_dft,44,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,1.0
d2_own_dft,44,*C(=[N+]([H])[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,False,True,0.6666666666666669
d2_own_dft,44,*[C-](c1c([H])c([H])c([H])c([H])c1[H])[N+]([H])=C(C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,False,True,0.6904761904761906
d2_own_dft,44,*[C-]([O+]=C([H])C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,False,True,0.8909090909090909
d2_own_dft,44,*[N-][O+]=C(C(=O)OC([H])([H])[H])C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,4,False,True,0.7999999999999999
d2_own_dft,44,*[c-]1c(=O)oc(C#N)[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.9642857142857145
d2_own_dft,44,*[N-][O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,5,False,True,0.3
d2_own_dft,44,*C(C(=O)OC([H])([H])[H])=[N+]([H])[C-](C#N)C#N.C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,True,True,0.9545454545454546
d2_own_dft,44,*[C-]([O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,True,True,0.9151515151515152
d2_own_dft,44,*[c-]1[o+]c(C(=O)OC([H])([H])[H])oc1=O.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,6,True,True,0.942857142857143
d2_own_dft,44,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([C-](C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,10,False,True,0.8060606060606059
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CNC(=O)C(=[O+][N-]c1ccccc1)C(=O)OC|CCCNO|water|298.15,4,True,True,1.0
d2_own_dft,44,*C([H])=C(C([H])([H])[H])C([H])([H])[H].COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1|CCCCO|water|298.15,4,True,True,1.0
d2_own_dft,44,*C#[N+][C-](C(=O)C([H])([H])[H])C(=O)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,4,True,True,1.0
d2_own_dft,44,*[C-]([N+]#CC(=O)N([H])C([H])([H])[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,False,True,0.8545454545454544
d2_own_dft,44,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([N-]C(=O)C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,7,True,True,0.8928571428571429
d2_own_dft,44,*[C-]([H])[O+]=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,True,True,0.8545454545454544
d2_own_dft,44,*[C-]([N+]#Cc1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.6785714285714287
d2_own_dft,44,*C#[N+][C-](c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,9,False,False,0.15
